step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
200,1,0.399244,2.3217,0.0000,0,0,0
300,1,0.248366,0.0000,0.0000,0,0,0
400,1,0.166409,0.0000,0.0000,0,0,1
500,0,0.114799,0.0000,0.0000,0,0,0
600,0,0.053496,0.0000,0.0000,0,0,0
