step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
4850,4,0.023825,4.6527,0.0000,0,0,0
4900,4,0.022716,4.6527,0.0000,0,0,0
4950,4,0.028453,4.6527,0.0000,0,0,0
5000,4,0.040837,4.6527,0.0000,0,0,0
5050,4,0.050750,4.6527,0.0000,0,0,0
5100,4,0.025430,4.5615,-0.0455,0,0,0
5150,4,0.027766,4.6396,0.0325,0,0,0
5200,4,0.040305,4.5193,-0.0466,0,0,0
5250,4,0.018280,4.6527,0.0000,0,0,0
5300,4,0.026635,4.6527,0.0166,0,0,0
5350,4,0.024747,4.6527,0.0000,0,0,0
5400,4,0.021143,4.6527,0.0000,0,0,0
5450,4,0.014924,4.6527,0.0000,0,0,0
5500,4,0.021684,4.6527,0.0000,0,0,0
5550,4,0.029324,4.6527,0.0315,0,0,0
5600,4,0.022709,4.6527,0.0000,0,0,0
5650,4,0.028857,4.6527,0.0000,0,0,0
5700,4,0.033286,4.6253,0.0968,0,0,0
5750,4,0.026594,4.6527,0.0000,0,0,0
5800,4,0.019330,4.6361,-0.0166,0,0,0
5850,4,0.017497,4.6527,0.0000,0,0,0
5900,4,0.032566,4.6384,0.0030,0,0,0
5950,4,0.020805,4.6527,0.0143,0,0,0
6000,4,0.022739,4.6527,0.0000,0,0,0
6050,4,0.030196,4.5956,0.1353,0,0,0
6100,4,0.026578,4.6527,0.0148,0,0,0
6150,4,0.029030,4.6527,0.0584,0,0,0
6200,4,0.026763,4.6401,-0.0126,0,0,0
6250,4,0.020664,4.6354,-0.0172,0,0,0
6300,4,0.021486,4.6527,0.0000,0,0,0
6350,4,0.023114,4.6527,0.0000,0,0,0
6400,4,0.022673,4.6527,0.0000,0,0,0
6450,4,0.032119,4.5624,0.0459,0,0,0
6500,4,0.017955,4.6367,-0.0012,0,0,0
6550,4,0.016144,4.6390,-0.0137,0,0,0
6600,4,0.022110,4.6527,0.0000,0,0,0
6650,4,0.035612,4.6527,0.0137,0,0,0
6700,4,0.021868,4.6527,0.0000,0,0,0
6750,4,0.043114,4.5682,-0.0124,0,0,0
6800,4,0.015803,4.6045,0.0000,0,0,0
6850,4,0.023394,4.6527,0.0000,0,0,0
6900,4,0.022332,4.6527,0.0115,0,0,0
6950,4,0.031600,4.6527,0.0143,0,0,0
7000,4,0.017575,4.6527,0.0000,0,0,0
7050,4,0.012353,4.6527,0.0000,0,0,0
7100,4,0.018157,4.6527,0.0143,0,0,0
7150,4,0.011612,4.6390,0.0000,0,0,0
7200,4,0.017320,4.6379,-0.0148,0,0,0
7250,4,0.020335,4.6230,-0.0297,0,0,0
7300,4,0.036754,4.6527,0.0000,0,0,0
7350,4,0.023102,4.6367,0.0173,0,0,0
7400,4,0.022677,4.6527,0.0000,0,0,0
7450,4,0.018191,4.6527,0.0000,0,0,0
7500,4,0.016234,4.6373,0.0000,0,0,0
7550,4,0.015460,4.6527,0.0000,0,0,0
7600,4,0.014111,4.6188,0.0000,0,0,0
7650,4,0.028354,4.6230,-0.0297,0,0,0
7700,4,0.019043,4.6527,0.0000,0,0,0
7750,4,0.020315,4.6057,-0.0156,0,0,0
7800,4,0.023707,4.6390,0.0017,0,0,0
7850,4,0.013178,4.6527,0.0000,0,0,0
7900,4,0.026654,4.6379,0.0018,0,0,0
7950,4,0.015500,4.6527,0.0000,0,0,0
8000,4,0.017408,4.6527,0.0000,0,0,0
8050,4,0.013329,4.6527,0.0000,0,0,0
8100,4,0.023111,4.6361,-0.0166,0,0,0
8150,4,0.012820,4.6527,0.0000,0,0,0
8200,4,0.015049,4.6527,0.0000,0,0,0
8250,4,0.014321,4.6384,0.0000,0,0,0
8300,4,0.008542,4.6527,0.0000,0,0,0
8350,4,0.009474,4.6379,0.0000,0,0,0
8400,4,0.013877,4.6527,0.0000,0,0,0
8450,4,0.011640,4.6527,0.0000,0,0,0
8500,4,0.030192,4.4331,0.0333,0,0,0
8550,4,0.013765,4.6527,0.0000,0,0,0
8600,4,0.017961,4.6527,0.0000,0,0,0
8650,4,0.014396,4.6527,0.0000,0,0,0
8700,4,0.016924,4.6527,0.0000,0,0,0
8750,4,0.020155,4.6527,0.0137,0,0,0
8800,4,0.019619,4.6527,0.0148,0,0,0
8850,4,0.019539,4.6527,0.0000,0,0,0
8900,4,0.016375,4.6223,-0.0304,0,0,0
8950,4,0.008660,4.6527,0.0000,0,0,0
9000,4,0.010513,4.6200,0.0000,0,0,0
9050,4,0.008220,4.3181,0.0000,0,0,0
9100,4,0.010834,4.6527,0.0000,0,0,0
9150,4,0.016570,4.6527,0.0000,0,0,0
9200,4,0.010769,4.6373,0.0000,0,0,0
9250,4,0.011951,4.6074,0.0000,0,0,0
9300,4,0.016667,4.6527,0.0000,0,0,0
9350,4,0.010838,4.6390,0.0000,0,0,0
9400,4,0.017117,4.6252,0.0022,0,0,0
9450,4,0.012498,4.5206,0.0000,0,0,0
9500,4,0.022213,4.6361,-0.0166,0,0,0
9550,4,0.008875,4.5189,0.0000,0,0,0
9600,4,0.016763,4.6086,-0.0293,0,0,0
9650,4,0.020987,4.5961,0.0039,0,0,0
9700,4,0.017722,4.6217,-0.0310,0,0,0
9750,4,0.009060,4.6194,0.0000,0,0,0
9800,4,0.013972,4.6527,0.0000,0,0,0
9850,4,0.011546,4.6527,0.0000,0,0,0
9900,4,0.012592,4.6384,-0.0143,0,0,0
9950,4,0.018655,4.6527,0.0000,0,0,0
10000,4,0.015069,4.6361,0.0154,0,0,0
10050,4,0.012584,4.4508,0.0000,0,0,0
10100,4,0.021830,4.6527,0.0431,0,0,0
10150,4,0.013461,4.6527,0.0000,0,0,0
10200,4,0.018521,4.6527,0.0000,0,0,0
10250,4,0.008905,4.6384,0.0000,0,0,0
10300,4,0.007542,4.6384,-0.0143,0,0,0
