step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed,gamma,lambda_ctx
350,3,1.418128,2.3293,0.1577,0,0,0,0.5392,0.5
400,3,1.319974,1.9839,0.0898,0,0,0,0.5792,0.5
450,3,1.306205,1.9115,-0.0380,0,0,0,0.6192,0.5
500,3,1.253346,2.0206,0.0317,0,0,0,0.6592,0.5
550,3,1.111333,2.2221,0.0263,0,0,0,0.6992,0.5
600,3,1.321630,2.5789,0.0781,0,0,0,0.7392,0.5
650,3,1.297944,2.2984,0.0066,0,0,0,0.7792,0.5
700,3,0.981125,2.9550,0.1557,0,0,0,0.8192,0.5
