step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
150,1,0.111055,4.6527,0.0000,0,0,0
200,1,0.025787,4.6527,0.0000,0,1,0
250,2,0.071194,4.6527,0.0000,0,0,0
300,2,0.026279,4.6527,0.0000,0,1,0
350,3,0.441975,4.5154,0.0456,0,0,0
400,3,0.375130,4.5902,0.0238,0,0,0
450,3,0.261739,4.5483,-0.0866,0,0,0
