step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
150,1,0.493040,0.0000,0.0000,0,0,0
200,1,0.385546,4.6527,0.0000,0,0,0
250,1,0.332525,4.6527,0.0000,0,1,0
300,2,0.315909,2.2484,0.0000,0,0,0
350,2,0.077416,0.0000,0.0000,0,0,0
