step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
200,1,0.402699,0.0000,0.0000,0,0,0
300,1,0.230874,0.0000,0.0000,0,0,1
400,0,0.144052,0.0000,0.0000,0,0,0
500,0,0.054690,0.0000,0.0000,0,0,0
600,0,0.041109,0.0000,0.0000,0,0,0
700,0,0.022102,0.0000,0.0000,0,0,0
800,0,0.027934,0.0000,0.0000,0,0,0
900,0,0.013821,0.0000,0.0000,0,0,0
