step,stage,loss,dprime_intra,dprime_inter,n_pass_blocks,advanced,regressed
200,1,0.335155,4.6527,0.0000,0,0,0
300,1,0.426771,4.6527,0.0000,0,1,0
400,2,0.081473,0.0000,0.0000,0,0,0
500,2,0.043001,0.0000,0.0000,0,0,1
